DATES:2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30
d,s,mx,mn,ng,hm,ws,pr,hw,tn,er,pw
128,860,34,23.7,25.1,71.5,1,21.5,1,1,0.4,SE
128,905,32.5,21.1,25.6,80.6,1.3,0,,1,0,S
128,915,31.7,22.2,24.1,91.1,1.5,1,,,0,W
128,922,30.8,20.5,24.1,84.2,0.7,0.5,,,0.4,E
128,927,31.8,21.4,24.9,80.8,1.8,0,,,0.1,S
128,935,31.8,23.3,24.6,,1.5,0.5,,,0.2,S
128,991,33.2,23.2,24.8,81.8,2,17.5,1,,0.1,SW
128,992,33.3,22.3,24.7,84.1,2.2,7.5,1,,0.2,S
128,995,33.6,22.1,24.7,76.7,1.5,0,1,,0,SW
129,130,29.1,23.1,17.5,80.9,1.4,0.2,,,0.3,W
129,138,29.3,26.1,23.2,72.2,2.8,0.1,,,0,SW
129,143,29.1,24.7,21,82.9,1.6,5.5,,,0.1,NW
129,152,31.8,25.3,23.7,68.8,2.2,0,,,0,SW
129,159,32.9,26.5,25.7,76.4,5.4,0.9,,1,0,SW
129,162,31.5,24.8,24.4,82.1,2.5,0,,,0,W
129,257,34.5,24.7,25,84.9,1.9,38,1,1,0,SW
129,271,29.3,16.9,12.5,83,1.2,4.4,,,0.1,NW
129,278,29.5,22.2,19.9,89.6,0.9,9,,,0,SW
129,285,28.1,24.6,23.1,93.9,0.5,7.3,,,0,SW
129,288,32.5,25.5,24.4,80.6,1.3,0.1,,,0.1,W
129,311,24.2,20.2,14.2,97.3,0.5,16.5,,,0.2,S
129,800,29.8,23.5,17.1,80.8,1.8,0,,,0.3,NE
129,804,28.7,23.9,18.7,78.8,2.5,0,,,0.1,SW
129,808,29.9,25,23.4,75.1,2.4,0,,,0,W
129,828,28.3,24.8,22.8,99.9,1.1,7.5,,,0,S
129,830,29.3,24.4,19.8,68.4,2.3,0.5,,,0,NW
129,843,29.8,20.7,16.4,78.9,2.4,0,,,0.3,W
129,845,28.8,24.4,20.1,93,0.7,11,,,0,W
129,846,27.6,24.4,20.8,88.4,1.5,6.5,,,0,W
129,852,28.9,23.8,20.7,79.7,2.1,0.5,,,0.4,NE
129,860,28.7,25.1,22.1,82.5,1.1,8,,,0.1,NW
129,905,32.6,24.4,23.2,80.1,1.4,0,,,0.2,W
129,915,28.5,23.9,23.6,98,1.1,1,,,0.1,W
129,922,31.2,23.1,22.3,84.6,0.9,0.5,,,0.2,NE
129,927,30.4,24,23.1,81,1.7,0,,,0.2,S
129,935,28.7,24.6,23.7,,1,1.5,,,0.2,W
129,991,28.4,24.8,21.2,90.8,1.8,9.5,,,0,SW
129,992,28.1,24.3,20.3,95.2,1.2,14,,,0.2,SW
129,995,28.8,23.8,21.5,81.8,1.3,0,,,0.1,SW
130,130,28.5,17.5,21.3,72.4,1.3,0.2,,,0.1,W
130,138,27.5,20.6,18.4,68.1,2,3.4,,,0.4,NE
130,143,27.9,19.1,18,70.1,1.4,8,,,0.2,NW
130,152,30.3,23.4,18.4,71.3,1.4,0,,,0.4,NE
130,159,31.1,25.7,21.6,74.5,2.2,0.9,,,0.5,NW
130,162,31.3,24.4,22,81.9,1.2,0,,,0.1,S
130,257,33.7,25,21.9,82.3,1.3,38,1,,0.1,SW
130,271,27.5,12.5,18.3,75.6,0.8,4.4,,,0.1,NW
130,278,26.7,19.7,18.7,83.3,0.8,9,,,0.1,SW
130,285,27.6,20.6,18.4,89,,7.3,,,0.6,E
130,288,32.5,23.7,20,77.1,1.2,0,,,0.1,NW
130,311,22.7,14.2,14.9,95.4,0.5,16.5,,,0.1,S
130,800,28.5,17.1,21,76.4,1.5,0,,,0.2,S
130,804,27.9,18.7,17.6,72.5,1.5,0,,,0.4,SW
130,808,27.9,18.4,18.3,73.9,1.7,1,,,0.1,NW
130,828,27.5,20.3,17.9,91.8,1.3,7.5,,,0,NW
130,830,30.3,18.6,17,54.6,1.7,2.5,,,0.1,NW
130,843,29.2,16.4,19.6,66.2,1.5,0,,,0.3,W
130,845,27.6,19.1,18.4,81.8,0.4,11,,,0.1,NW
130,846,26.3,19,17.4,75.4,1.4,6.5,,,0,NW
130,852,28.2,20.7,24.2,67,2,0.5,,,0,S
130,860,27.9,19.3,18.3,68.6,1.1,8,,,0.1,NW
130,905,32.2,23,20.3,80.1,1.2,0,,,0.2,NW
130,915,28.6,20.7,18.5,91.6,1.1,2.5,,,0.4,NE
130,922,30.7,22.3,19.4,82,0.5,0,,,0.3,NW
130,927,30.3,22.6,17.9,79.1,1.1,0,,,0.2,NW
130,935,27.4,20.5,17.9,,1.6,1.5,,,0.4,NE
130,991,27.1,20.2,18.2,86.8,0.9,10,,,0.1,NW
130,992,26.1,20,19.1,88.8,0.8,14,,,0.3,E
130,995,29,19.9,18.2,78.9,0.7,1,,,0.3,SW
131,130,25.6,21.3,19.4,74.4,1.5,0.8,,,0,W
131,138,22.7,18.4,20.1,88.4,1.9,38.5,,,0.1,W
131,143,21.6,18,19.6,91.5,0.9,61.5,,,0.3,NW
131,152,23.4,18.4,20,86.8,2,17.2,,,0.2,NE
131,159,26.2,21.6,22.2,78.4,2.2,2.2,,,0.6,NE
131,162,25.5,21.3,21.3,82,3.6,1.1,,,0.2,NE
131,257,26.1,21.7,21.7,88.2,1.9,13,,,0.8,NE
131,271,21.7,17.9,17.2,89.4,0.8,0.9,,,0.2,SE
131,278,21.1,18.7,19.3,95,0.7,11,,,0.1,N
131,285,21.2,18.4,19.8,96.4,0.1,52.1,,,,
131,288,24.5,20,20.8,87.9,1.1,21.1,,,0.2,NE
131,311,19.1,15.7,17.5,98.8,0.5,42.5,,,0.2,S
131,800,23.6,20.2,19.6,84.9,1,11.5,,,0.1,SW
131,804,23.6,17.6,19.4,91.1,1.3,45.5,,,0.2,S
131,808,23.3,18.3,20.4,89.2,2.2,33.5,,,0.1,W
131,828,21.1,17.9,19.9,99.9,1.6,58,,,0,NW
131,830,22.9,17,19.9,79.5,1.9,51.5,,,0.1,NW
131,843,23.4,18,18,81.3,0.9,1.5,,,0.1,W
131,845,21.6,18.4,19.7,99.2,0.6,57.5,,,0.2,W
131,846,20.2,17.4,19.3,96.3,1.4,51.5,,,0.1,NE
131,852,25.6,22.4,19.1,65.7,3,0.5,,,0.4,NE
131,860,21.2,18.3,19.8,91.5,0.8,57.5,,,0.2,NW
131,905,23.6,20.3,20.3,92.1,1.1,23,,,0.2,S
131,915,22.1,18.5,19.4,98.6,1.4,72,,,0.7,E
131,922,22.7,19.4,19.4,92.6,0.6,17.5,,,0.2,NW
131,927,22.8,17.9,19.6,93.4,1,28.5,,,0.3,SE
131,935,21.6,17.9,19.5,,1.8,42,,,0,W
131,991,21.2,18.2,19.8,98,1.3,55.5,,,0.2,NW
131,992,20.8,19.1,19.7,99,0.9,40,,,0.3,E
131,995,22.4,18.2,19.5,94.4,0.5,32,,,0.3,SW
132,130,27.5,19.4,18.3,85.9,1.5,4,,,0.2,NW
132,138,25.4,20.1,20.9,85.7,2.4,38.5,,,0.5,NE
132,143,26.1,19.6,18.2,85.2,0.9,61.8,,,0.5,SE
132,152,25.7,20,20.8,81.7,2.4,17.2,,,0.3,NE
132,159,30.2,22.7,22.7,72.5,2.7,2.2,,,0.8,NE
132,162,29.7,21.4,21.4,78.6,3,1.1,,,0.4,NE
132,257,29,22.3,22.7,78.9,2.7,13,,,1,NE
132,271,28.4,14.7,10.8,77.6,1.2,0.9,,,0.1,N
132,278,29.5,18.4,15.8,82.8,1,13.7,,,0.4,NE
132,285,26.6,19.8,19,91.4,,54.9,,,0.7,E
132,288,28,21,19.7,80.9,1.3,21.1,,,0.3,NE
132,311,20.8,15.6,14.1,98,0.4,42.5,,,0.2,S
132,800,27.2,19.6,18,86.2,1.9,21,,,0.1,NE
132,804,25.2,19.2,18,88.6,3.1,46,,,0.4,NE
132,808,25,20.6,22.3,88.3,3.9,33.5,,,0,N
132,828,25.7,19.8,18.9,97.3,1.5,60.5,,,0,N
132,830,26.5,18.6,17.5,76.1,1.2,52,,,0.2,NW
132,843,26.9,17.1,15.1,86.1,1.2,5,,,0.2,NW
132,845,26.5,19.7,17.9,92.6,0.5,57.5,,,0.3,NE
132,846,25.6,19.4,18.7,87.7,1.2,51.5,,,0.2,NE
132,852,25.8,19.1,20.5,83.1,2.9,5,,,0.4,NE
132,860,26.2,19.8,18.7,85.2,0.6,57.5,,,0.5,E
132,905,26.2,19.7,19.2,84.9,1.4,23,,,0.5,E
132,915,27.1,19.4,17.1,93.8,1.7,74,,,0.8,E
132,922,27.1,17.5,16.8,90.6,0.6,17.5,,,0.2,NW
132,927,27.4,18.4,17.8,87.4,1.6,28.5,,,0.3,NE
132,935,26.5,19.5,18.3,,1.1,42.5,,,0,W
132,991,26.5,19.3,18.1,92.9,1.4,55.5,,,0.1,NE
132,992,27.2,19.5,17.9,92.4,0.7,40,,,0.2,NE
132,995,23.9,19.6,20.9,91.4,2,32,,,0.8,NE
133,130,28.7,18.3,20.6,77.9,1.9,4,,,0.3,NW
133,138,26.1,20.9,23.8,76.6,3.6,2.7,,,0.5,NE
133,143,28.2,18.2,21.4,75.1,1.9,13.1,,,0.9,SE
133,152,25.9,20.8,22.9,79.1,2.8,0.2,,,0.3,NE
133,159,30.3,22.7,24.2,69.9,3.4,0,,,1,NE
133,162,29.9,21.4,23.4,69.8,2.7,0,,,0.6,NE
133,257,31,22.7,24.5,76.5,3,0,,,1,E
133,271,29.3,10.8,16.8,69.2,1.6,0.2,,,0.3,NW
133,278,30.4,15.8,18.3,76.2,1.2,13.7,,,0.6,E
133,285,29.7,19,20.6,85.1,,13.8,,,,
133,288,29.9,19.7,24.2,74.2,1.9,0.7,,,0.5,NE
133,311,23.2,14.1,18.7,90,0.8,2,,,0,S
133,800,27.1,18,20.2,80.7,2.7,21,,,0,NE
133,804,26.5,18,22.5,79.3,4.3,10,,,0,NE
133,808,25.6,22.3,23.3,84,4.1,5.5,,,0,N
133,828,29.7,18.9,20.8,83.9,1.7,15.5,,,0.2,NW
133,830,28.2,17.5,20.9,66.5,2,8,,,0.4,NE
133,843,27.1,15.1,18.1,80.5,2.1,5,,,0.2,SE
133,845,30,17.9,20.6,79.7,1.4,21,,,0.8,E
133,846,29.2,18.7,21.1,74.3,2.5,20.5,,,0.6,NE
133,852,26.8,20.5,21.8,73.2,3.9,5,,,0.6,NE
133,860,29.7,18.7,22.2,73.4,1.4,21,,,0.7,E
133,905,27.7,19.2,23.1,78.6,2.3,0,,,0.4,NE
133,915,28.5,17.1,19.5,88.5,1.6,11,,,0.5,NE
133,922,28.6,16.8,21,79.2,1.2,0,,,0.2,S
133,927,28.9,17.8,21.7,81.4,2.7,0.5,,,0.2,NE
133,935,29.3,18.3,19.9,,2.3,11.5,,,0.3,W
133,991,29.2,18.1,21.4,80.6,2.6,28,,,0.6,E
133,992,29.1,17.9,19.4,83.6,1.3,17.5,,,0.6,NE
133,995,24.4,21.1,22.3,86.4,3.1,1,,,0.8,NE
134,130,26,20.6,21.2,86,1.5,16.9,,,0.1,NW
134,138,25.2,23.5,22.8,77.8,3.3,1.5,,,0.6,E
134,143,26.3,21.4,22.5,80.8,1.9,0.5,,,0.7,SE
134,152,25.7,23,22.2,81.6,2.4,0.2,,,0.2,NE
134,159,29.8,24.2,25.2,73.7,2.8,0,,1,1,NE
134,162,29.5,23.4,24.5,73.8,2.5,0,,,0.4,NE
134,257,29.4,24.5,24.5,79.2,3.1,0,,,1,NE
134,271,25.4,16.8,19.8,79.4,1.1,2.8,,,0.4,N
134,278,26.9,18.3,21.4,89.2,0.8,7.6,,,0.4,NE
134,285,26.1,20.6,22.5,90.6,0.5,0.5,,,0.5,E
134,288,28.9,23.7,22.7,76.4,1.7,0,,,0.4,NE
134,311,21.3,19.2,19.7,93.5,0.8,10.5,,,0,SW
134,800,25.9,20.2,22.1,86.2,1.2,16,,,0,NE
134,804,24.6,22.4,22.3,81.5,3.4,3.5,,,0.1,NE
134,808,24.5,22.9,22.6,87.6,3.7,2,,,0,N
134,828,28,20.8,22.7,93.3,1.6,0.5,,,0,NW
134,830,26.4,21.8,23,67.1,1.6,2.5,,,0.6,NE
134,843,24.1,18.1,20.2,90.4,0.8,8,,,0.1,W
134,845,26.7,20.6,22.6,87.8,0.6,1,,,0.5,NE
134,846,26.5,21.1,22.3,80.9,1.8,2.5,,,0.6,E
134,852,25.8,21.4,21.1,81.7,2.9,16,,,0.4,NW
134,860,27.3,22.2,22.8,77.6,1.4,0.5,,,0.6,SE
134,905,27.4,23.1,22.8,80.4,1.8,0,,,0.4,E
134,915,25.5,19.5,22.2,95.7,1.4,1.5,,,0.6,NE
134,922,27.2,21,21.7,80.3,1.3,0,,,0.2,S
134,927,28.7,21.8,22.2,82.5,2,0,,,0.4,NE
134,935,26.2,19.9,22.2,,1.4,0.5,,,0,W
134,991,26.4,21.4,22.2,87,1.8,1,,,0.3,NE
134,992,25.5,19.4,22.3,93.1,0.6,3,,,0.4,NE
134,995,23.5,21.9,21.9,90.8,1.2,2.5,,,0.7,E
135,130,23.4,20.8,20.3,93,1.8,17.2,,,0.1,W
135,138,29.5,21.8,20.6,88.6,2.1,11.9,,,0.5,NE
135,143,31.5,22.1,20.6,84,2.4,10,,,0.6,SE
135,152,29.7,20.6,20.5,89.7,1.9,11.5,,,0.1,SW
135,159,29.2,23.2,22.6,86.2,4.2,28.7,,,0.3,SW
135,162,29.4,24.6,23.1,86.8,3,12.9,,,0,SW
135,257,31.7,23.4,23.3,90.4,2.2,16.8,,,0.3,SW
135,271,25.1,20.3,19.1,90.3,1,23.4,,,0.2,N
135,278,29.2,20.7,20.4,94.1,0.8,21.2,,,0.1,S
135,285,29.4,22.5,22,94.8,0.5,12.8,,,0,SW
135,288,31.1,22.7,22.1,88.9,1.3,12.2,,,0.1,SE
135,311,25.9,19.7,19.1,98,0.5,15,,,0.1,S
135,800,24.8,21.4,20.5,90.9,2.1,16,,,0,NE
135,804,29.6,20.4,19.9,93.8,2.6,35.5,,,0.3,NE
135,808,28.7,21.8,21.1,89.8,3.1,9.5,,,0,NE
135,828,30.3,22.3,21.3,99.4,2,11,,,0,S
135,830,32.1,21.3,20.5,77.6,1.6,13.5,,,0.6,SE
135,843,23.9,19.2,18.9,94.4,1.1,21,,,0.5,SE
135,845,30.7,20.9,20.6,92.7,1.2,20,,,0.5,NE
135,846,30,20.4,20.2,87.3,1.6,19.5,,,0.3,E
135,852,23.2,20.8,20.9,90.9,4.7,16,,,0.5,NE
135,860,31,22.1,20.7,83.7,1.4,10.5,,,0.7,SE
135,905,30.4,21.7,21.5,90.2,1.4,13,,,0.1,S
135,915,30.1,22.2,22.3,97.1,1.3,23.5,,,0.1,W
135,922,28.3,21.7,21.4,93,0.9,13,,,0.1,NW
135,927,29.6,22.1,21.3,90.4,1.9,11,,,0.1,SW
135,935,29.4,22.2,21.5,,2.3,8.5,,,0.4,SE
135,991,31.2,21.1,20.9,89.8,2.2,20.5,,,0.2,SW
135,992,29.7,21.6,21.2,92.6,1.9,14,,,0.3,S
135,995,29.9,20.3,20,93.3,1,10,,,0.4,NE
136,130,25.9,20.3,19.9,84.1,1.4,13.2,,,0.1,W
136,138,27.2,20.6,23.5,85.2,1.3,11.9,,,0.1,NW
136,143,28.5,20.6,22.2,78.3,1.9,10,,,0.5,SE
136,152,27.8,20.5,22.9,87.6,0.9,11.5,,,0.2,NW
136,159,29.3,22.6,24.7,78.9,2.6,28.7,,,0.5,NE
136,162,29.6,23.1,23,81.7,1.7,0,,,0.1,S
136,257,31.2,23.3,24.1,82.5,1.8,16.8,,,0.5,NE
136,271,24.8,18.2,17.4,88.2,0.7,23.4,,,0,NW
136,278,27.9,20.4,20.4,88.1,0.7,21.3,,,0.1,N
136,285,29.6,22,22.4,85,0.8,12.8,,,0.7,NE
136,288,30.9,22.1,22.8,82.7,1.1,12.2,,,0.4,NE
136,311,23.5,19.1,17.9,95.4,0.6,15,,,0,NW
136,800,26.6,20.5,20.3,87.1,1.4,14.5,,,0,S
136,804,27.1,19.9,21.1,90.8,1.3,35.5,,,0.3,NE
136,808,27.4,21.1,22.6,88,1.9,9.5,,,0.1,NW
136,828,29.6,21.3,22.7,93.5,1.1,11,,,0,NW
136,830,28.1,20.5,20.8,76.4,0.9,13.5,,,0.1,NW
136,843,26.5,18.9,19.6,84.2,1,21,,,0.1,NW
136,845,28.7,20.6,22,88.3,0.7,20,,,0.4,NE
136,846,29.2,20.2,22.2,82.2,1.6,19.5,,,0.5,E
136,852,25.4,20.9,22.3,79.7,1.9,13.5,,,0,S
136,860,28.5,20.7,22.9,78,1.3,10.5,,,0.5,SE
136,905,30.5,21.5,22.4,85.3,0.9,13,,,0.1,NW
136,915,30.2,22.3,22,90.1,1.2,23.5,,,0.4,NE
136,922,28.7,21.4,21.1,86.9,0.7,13,,,0.2,NW
136,927,29.2,21.3,21.1,89.3,0.7,11,,,0.1,W
136,935,29,21.5,22.3,,1.3,8.5,,,0.6,NE
136,991,28.9,20.9,22.1,87,1.2,21,,,0.3,NE
136,992,29.2,21.2,21.4,87.4,1,14,,,0.3,NE
136,995,27.5,20,21.5,93.5,0.7,10,,,0.1,SW
137,130,29.1,19.9,22,79.3,1.5,0,,,0.1,W
137,138,29,23.5,24.6,74.7,1.9,1.4,,,0.2,W
137,143,29.6,22.2,23,76.6,1,1.7,,,0.3,NW
137,152,29.2,22.9,22.6,79.6,1.1,0,,,0.2,S
137,159,31,24.7,25.5,74.8,2.2,0,,1,0.1,S
137,162,30.5,23,23.5,84.6,1.1,1,,,0.2,S
137,257,32.3,24.1,24.2,84.1,1.2,0,,,0.1,SW
137,271,28.8,17.4,17.8,84.8,0.6,0,,,0.2,N
137,278,31,20.4,22,85.3,0.5,1.2,,,0.2,NE
137,285,28.4,22.4,22.8,91.5,0.2,1.2,,,0.2,SW
137,288,30.6,22.8,22.9,82.4,0.8,0.4,,,0.1,W
137,311,25.3,17.9,19.2,95.4,0.6,1,,,0,S
137,800,30.4,20.3,20.9,79,1.3,0,,,0.1,S
137,804,29.3,21.1,21.8,78.9,1.6,1,,,0.4,SW
137,808,28.9,23.5,23.5,76.7,1.7,2,,,0.1,W
137,828,29.2,22.7,22.9,96.6,0.7,0.5,,,0,NW
137,830,32,20.8,21.6,67.6,1.1,2.5,,,0.1,NW
137,843,30.9,19.6,22.3,74,1.5,0.5,,,0.3,W
137,845,29.9,22,22.4,86.9,0.6,8,,,0.2,W
137,846,29.3,22.2,22.8,82.8,1.1,9,,,0.1,W
137,852,28.3,22.3,22.9,72.2,2.2,0,,,0,S
137,860,29.9,22.9,23.6,76.3,0.6,8.5,,,0.2,NW
137,905,30.9,22.4,22.1,84.2,1,0,,,0.2,NW
137,915,28.9,22,22.4,93.3,1,0,,,0.3,NE
137,922,29,21.1,21.3,87.9,0.4,0.5,,,0.3,NW
137,927,30,21.1,22.4,87.3,0.7,0.5,,,0.2,SW
137,935,29.5,22.3,23,,0.9,0.5,,,0.1,W
137,991,29.2,22.1,22.4,89.8,1.1,7,,,0.1,SW
137,992,29.7,21.4,21.7,89.1,0.9,0,,,0.2,S
137,995,30.4,21.5,22.2,85,0.8,0.5,,,0.3,SW
138,130,28.2,22,23.1,78.6,1.8,19.3,,,0.2,W
138,138,33.9,24.6,25.6,70.5,2.4,0.8,1,1,0,SW
138,143,33.9,23,24.3,75,1.1,0,1,,0.3,NW
138,152,32.7,22.6,24.1,76.6,2,0,,,0.1,SW
138,159,31.7,25.5,25.8,78,3.5,0,,1,0,SW
138,162,31.4,23.5,25.2,82,2.2,1,,1,0,SW
138,257,33.2,24.2,24.8,84.6,1.9,0,1,,0,SW
138,271,29.4,17.8,19.8,87.1,0.8,8.1,,,0.1,NW
138,278,32.9,22,22.2,86.2,0.9,0,,,0.1,N
138,285,33.3,22.8,22.7,85.9,0.8,0,1,,0.1,SW
138,288,33.6,22.9,24.7,81.8,1.2,0.3,1,,0.1,S
138,311,28.6,19.2,19.9,92.5,0.6,1,,,0.1,S
138,800,33,20.9,22.8,81.8,2,0,1,,0.2,S
138,804,32.4,21.9,22.2,76.9,2.3,0,,,0.1,SW
138,808,33.1,23.6,23.9,75.3,2.6,0,1,,0,W
138,828,32.6,22.9,24.1,91.4,1.5,0,,,0.1,S
138,830,34,21.6,23.7,68.9,1.3,0,1,,0.2,W
138,843,31.7,21.1,21,75.3,1.7,2.5,,,0.1,W
138,845,34,22.4,23.8,84.7,0.9,0,1,,0.3,SW
138,846,32.5,22.8,24.4,78.7,1.4,0,,,0,W
138,852,28.2,22.9,23.6,75.9,1.6,14,,,0.2,SW
138,860,33.8,23.6,25.1,75.9,0.9,0,1,1,0.2,NW
138,905,33.2,22.1,23.2,83.2,1.1,0,1,,0.1,W
138,915,31.6,22.4,22.7,91.5,1.1,0,,,0.1,W
138,922,31.2,21.3,23.3,89.1,0.6,5,,,0.2,NW
138,927,32.7,22.4,24.2,86.2,1.3,0,,,0.2,SW
138,935,32.2,23,22.8,,1.3,0,,,0.2,SE
138,991,32.9,22.4,24,83.9,1.7,0,,,0,SW
138,992,33.1,21.7,22.8,87.8,1.1,0,1,,0.2,S
138,995,32.8,22.2,22.5,84,0.9,0,,,0.1,SW
139,130,29.2,19.5,18,83.6,1.8,19.3,,,0.2,W
139,138,33.8,22.2,20.4,74.6,2,7.1,1,,0.1,SW
139,143,33.2,23.4,21.8,80.6,1.3,6.6,1,,0.3,NW
139,152,33.1,22.7,21,75.1,2.1,0,1,,0.1,SW
139,159,31.5,25.5,22.8,78.2,4.8,3.5,,,0,SW
139,162,31.5,24.4,22.9,82.4,2.3,2.5,,,0,SW
139,257,33.7,24.6,23.2,87.6,1.9,12.9,1,,0,SW
139,271,26.3,18.6,18.2,94.3,0.7,21.3,,,0.2,N
139,278,31,22.2,20.7,91.3,0.9,4.4,,,0,S
139,285,32.4,22.7,21.7,91,0.8,10.9,,,0,SW
139,288,34,22.8,22.3,82.6,1.5,0.3,1,,0,W
139,311,27.2,19.5,17.6,94,0.6,10,,,0.2,S
139,800,31.6,20.4,19.4,84.4,1.6,8,,,0.2,NE
139,804,32.1,20.9,19.2,83.8,2,5,,,0.2,SW
139,808,30.7,22.2,20.5,83.7,2.7,13,,,0.1,W
139,828,32.1,22.6,22.2,94.4,1.5,35,,,0.1,S
139,830,33.7,22.2,20.2,75.4,1.6,8,1,,0.2,W
139,843,27.8,18.8,17.4,90,1,20,,,0.4,SE
139,845,33.6,22.8,21.3,88.8,0.9,1.5,1,,0.2,N
139,846,32.4,23.1,21.1,82.2,1.5,1,,,0,W
139,852,28.1,19.7,18.4,82.3,3.7,14,,,0.4,NE
139,860,32.9,23.8,22.2,80.3,0.8,7,,,0.3,NW
139,905,33.6,22.6,21.4,84.6,1.4,6,1,,0.1,S
139,915,32.3,22.5,20.3,94.7,1.4,7,,,0.1,W
139,922,31.7,21.5,20.8,87.3,0.8,5,,,0.3,NW
139,927,32.3,21.7,21.2,84.3,1.6,0.5,,,0.1,S
139,935,32.5,21.9,21.2,,1.3,20.5,,,0.3,SW
139,991,32.5,23.1,21.4,89.1,1.9,5,,,0,SW
139,992,32.6,22.3,20.3,91.6,1.4,2,,,0.2,S
139,995,33,20.9,19.5,85.7,1,6,1,,0.2,SW
140,130,22.8,18,18.3,86.8,1.8,8.5,,,0.1,W
140,138,22.5,20.4,21.4,76.1,3.1,7.1,,,0.6,NE
140,143,23.8,20,19.9,72.7,3.1,6.6,,,0.7,SE
140,152,22.6,20.3,20.2,76.9,2.6,0,,,0.4,NE
140,159,25.7,21,20.9,73.6,2.8,3.5,,,0.8,NE
140,162,26.1,21.3,20.3,75.8,1.9,2.5,,,0.5,NE
140,257,25.3,21.8,21.6,80.8,2.4,12.9,,,0.8,E
140,271,21.6,13.8,13.8,82.6,1.4,21.6,,,0.4,NW
140,278,23.3,16.4,16.2,83,1.2,4.4,,,0.6,NE
140,285,26.2,19.9,18.8,82.8,0.9,10.9,,,0.7,E
140,288,25.3,21.4,19.5,76.7,1.8,0.3,,,0.5,NE
140,311,21.3,16.2,15.3,89.3,0.6,10,,,0,S
140,800,23.3,17,17,85.8,1.7,8,,,0,NE
140,804,22.1,17.5,17.5,83.3,3.1,5,,,0.2,NE
140,808,22.7,20.5,21.8,76.4,5,13,,,0,NE
140,828,25.6,20.3,19.5,88.5,0.9,35,,,0.1,NW
140,830,22.8,18.5,18.3,85.7,1.4,2.5,,,0.4,NE
140,843,21,15.1,15.1,88.9,1,20,,,0.4,SE
140,845,24.9,19.3,19.3,77.9,1.5,1.5,,,0.7,E
140,846,24.6,20.8,19.6,72.1,2.7,1,,,0.7,SE
140,852,22.7,18.4,19.6,78.5,4.2,8.5,,,0.7,NE
140,860,24.5,20.7,20.6,71,1.9,7,,,0.7,E
140,905,22.7,19.4,18.9,80.7,1.7,6,,,0.3,NW
140,915,26.1,18.7,17.5,90.1,1.8,7,,,0.6,NE
140,922,23.9,18.1,18.1,81.1,1.2,0.5,,,0.3,S
140,927,23.9,18.8,18.2,82.2,2.3,0.5,,,0.2,NE
140,935,25.3,19.5,18.1,80.3,1.8,0,,,0.4,E
140,991,25.2,20.9,19.1,79.6,3,5,,,0.7,E
140,992,24.1,18.7,18.5,83,1.9,2,,,0.7,E
140,995,21.5,19.4,16.9,85.2,2.3,6,,,0.8,NE
141,130,22.9,16.2,16.2,81.3,1.3,14.4,,,0.2,NW
141,138,24.7,20.6,19.6,65.3,3.4,1.4,,,0.8,NE
141,143,24.3,19.9,19.1,67,2.7,0,,,0.8,E
141,152,24.4,20.2,19.4,68,2.1,0,,,0.4,NE
141,159,27.7,20.9,22.9,65.9,2.9,0,,,1,NE
141,162,27,20.3,22.9,67.1,2.1,0,,,0.7,NE
